제품명,브랜드,AI여부,CPU브랜드,CPU등급,그래픽,RAM(GB),배터리용량,무게(kg),화면크기(인치),가격,리뷰수,용도,용도_게임용,용도_그래픽작업용,용도_사무,용도_휴대용,has_rating,별점,외장그래픽,등록일,등록_경과월,Cluster,OS_프리도스,OS_윈도우11,OS_macOS
레노버 LEGION 5 15AKP10 83F1001WKR,레노버,1,AMD,7,외장,32.0,80.0,2.0,15.1,2774890,3,"게임용 , 그래픽작업용",1,1,0,0,1,4.6,1,25.08.,7,5,1,0,0
ASUS TUF Gaming A16 FA608UM-RV042 32GB램,ASUS,1,AMD,7,외장,32.0,90.0,2.2,16.0,2236000,1,"게임용 , 그래픽작업용",1,1,0,0,1,5.0,1,25.05.,10,5,1,0,0
ASUS 비보북 18 M1807HA-S8047 WIN11,ASUS,1,AMD,7,내장,16.0,70.0,2.6,18.4,1190000,0,사무,0,0,1,0,0,0.0,0,25.03.,12,1,0,1,0
LG전자 2025 그램 프로16 16ZD90TP-GX5BK WIN11,LG전자,1,인텔,5,내장,16.0,77.0,1.199,16.0,2057990,2,사무,0,0,1,0,1,5.0,0,25.01.,14,4,0,1,0
LG전자 2025 그램14 14Z90T-GA5HK,LG전자,1,인텔,5,내장,16.0,72.0,1.12,14.0,1754560,1,사무,0,0,1,0,1,4.0,0,25.01.,14,4,0,1,0
ASUS 비보북 16 V3607VU-RP305,ASUS,0,인텔,5,외장,16.0,63.0,1.95,16.0,1387470,0,게임용,1,0,0,0,0,0.0,1,25.02.,13,3,1,0,0
HP Z북 Power G10 7C3M9AV,HP,0,인텔,9,외장,16.0,83.0,2.01,15.6,2905950,0,그래픽작업용,0,1,0,0,0,0.0,1,23.07.,32,2,0,1,0
LG전자 2026 그램 프로16 16ZD90U-GX56K,LG전자,1,인텔,5,내장,16.0,77.0,1.239,16.0,2445890,0,사무,0,0,1,0,0,0.0,0,26.01.,2,1,1,0,0
에이서 니트로 V 16S AI ANV16S-41-R6ZQ 32GB램,에이서,1,AMD,7,외장,32.0,76.0,2.1,16.0,1999820,0,"게임용 , 그래픽작업용",1,1,0,0,0,0.0,1,25.10.,5,0,0,1,0
LG전자 2026 그램 프로16 16Z95U-GS5ZK,LG전자,1,AMD,5,내장,16.0,77.0,1.19,16.0,2447930,0,사무,0,0,1,0,0,0.0,0,26.01.,2,1,0,1,0
LG전자 2025 그램15 15ZD80T-GX76K,LG전자,1,AMD,7,내장,16.0,72.0,1.29,15.6,1748980,0,사무,0,0,1,0,0,0.0,0,25.04.,11,1,1,0,0
LG전자 2023 울트라PC 15UD50R-GX56K,LG전자,0,인텔,5,내장,8.0,49.0,1.8,15.6,976490,2,사무,0,0,1,0,1,5.0,0,23.06.,33,3,1,0,0
레노버 아이디어패드 Slim3 15ARP10 83K7003AKR WIN11,레노버,0,AMD,5,내장,8.0,60.0,1.49,15.1,912680,0,사무,0,0,1,0,0,0.0,0,25.04.,11,1,0,1,0
HP 오멘 MAX 16-ak0013AX,HP,1,AMD,9,외장,32.0,83.0,2.71,16.0,3687000,11,"게임용 , 그래픽작업용",1,1,0,0,1,5.0,1,25.04.,11,0,0,1,0
LG전자 2024 그램16 16Z90SU-GR56K 16GB램,LG전자,1,인텔,5,내장,16.0,77.0,1.12,16.0,1693790,5,사무,0,0,1,0,1,5.0,0,24.05.,22,4,0,1,0
LG전자 2025 그램 프로17 17ZD90TR-SXSBK WIN11,LG전자,1,인텔,7,외장,32.0,90.0,1.48,17.0,3050000,1,"게임용 , 그래픽작업용 , 휴대용",1,1,0,1,1,5.0,1,25.09.,6,0,0,1,0
삼성전자 갤럭시북 프로 SE NT950XFT-A51A,삼성전자,0,인텔,5,내장,16.0,68.0,1.11,15.6,1353000,0,사무,0,0,1,0,0,0.0,0,23.02.,37,1,1,0,0
ASUS Gaming V16 V3607VM-RP006 32GB램,ASUS,0,인텔,7,외장,32.0,63.0,1.95,16.0,1978890,1,게임용,1,0,0,0,1,5.0,1,25.05.,10,3,1,0,0
레노버 씽크패드 E16 G2 R5 3K AI WIN11,레노버,0,AMD,5,내장,16.0,57.0,1.78,16.0,1249000,0,사무,0,0,1,0,0,0.0,0,25.03.,12,1,0,1,0
ASUS 비보북 S 16 M5606KA-RI052W,ASUS,1,AMD,7,내장,16.0,75.0,1.5,16.0,1588410,2,사무,0,0,1,0,1,3.5,0,25.02.,13,4,0,1,0
삼성전자 갤럭시북5 프로 NT940XHA-K71AR,삼성전자,1,인텔,7,내장,32.0,63.0,1.23,14.0,2448990,0,사무,0,0,1,0,0,0.0,0,25.01.,14,1,0,1,0
HP 빅터스 15-fb3001AX WIN11 32GB램,HP,1,AMD,9,외장,32.0,70.0,2.29,15.6,1947390,2,"게임용 , 그래픽작업용",1,1,0,0,1,5.0,1,25.01.,14,0,0,1,0
ASUS ROG STRIX G16 G615LM-S5168W,ASUS,1,인텔,9,외장,32.0,90.0,2.65,16.0,2820000,0,"게임용 , 그래픽작업용",1,1,0,0,0,0.0,1,25.10.,5,0,0,1,0
삼성전자 갤럭시북5 프로 NT960XHA-KC51S,삼성전자,1,인텔,5,내장,16.0,76.0,1.56,16.0,2265210,2,사무,0,0,1,0,1,4.5,0,26.03.,0,4,0,1,0
에이서 프레데터 헬리오스 네오 16 AI PHN16-73-9797 WIN11,에이서,1,인텔,9,외장,32.0,90.0,2.45,16.0,2985000,0,"게임용 , 그래픽작업용",1,1,0,0,0,0.0,1,25.07.,8,0,0,1,0
삼성전자 갤럭시북4 NT750XGR-A31A,삼성전자,0,인텔,3,내장,16.0,54.0,1.55,15.6,1040080,5,사무,0,0,1,0,1,5.0,0,24.04.,23,3,1,0,0
에이서 니트로 V 16S AI ANV16S-41-R7TF WIN11,에이서,1,AMD,7,외장,16.0,76.0,2.1,16.0,1616730,0,"게임용 , 그래픽작업용",1,1,0,0,0,0.0,1,25.10.,5,0,0,1,0
HP 15-fc0223AU 16GB램,HP,0,AMD,5,내장,16.0,41.0,1.59,15.6,809000,0,사무,0,0,1,0,0,0.0,0,24.04.,23,1,1,0,0
LG전자 2024 그램14 14ZD90S-GX5VK WIN11,LG전자,1,인텔,5,내장,16.0,72.0,1.12,14.0,1724000,1,사무,0,0,1,0,1,5.0,0,26.01.,2,4,0,1,0
ASUS 비보북 S 16 M3607HA-RP025 WIN11,ASUS,0,AMD,5,내장,16.0,70.0,1.7,16.0,999690,0,사무,0,0,1,0,0,0.0,0,25.04.,11,1,0,1,0
LG전자 2025 그램 프로360 16TD90TP-GX76K,LG전자,1,인텔,7,내장,16.0,77.0,1.399,16.0,2320790,0,사무,0,0,1,0,0,0.0,0,25.01.,14,1,1,0,0
HP 오멘 16-wf0268TX,HP,0,인텔,5,외장,16.0,83.0,2.35,16.1,1673910,0,"게임용 , 그래픽작업용",1,1,0,0,0,0.0,1,24.10.,17,2,0,1,0
HP 오멘 16-wf0268TX 32GB램,HP,0,인텔,5,외장,32.0,83.0,2.35,16.1,1896840,0,"게임용 , 그래픽작업용",1,1,0,0,0,0.0,1,24.11.,16,2,0,1,0
LG전자 2025 그램 프로17 17ZD90TR-SXSWK WIN11,LG전자,1,인텔,7,외장,32.0,90.0,1.48,17.0,2917000,0,"게임용 , 그래픽작업용 , 휴대용",1,1,0,1,0,0.0,1,25.09.,6,0,0,1,0
ASUS 비보북 M1502YA-BQ615,ASUS,0,AMD,7,내장,8.0,42.0,1.7,15.6,669000,0,일반,0,0,1,0,0,0.0,0,25.02.,13,1,1,0,0
LG전자 2024 그램16 16ZD90SU-GX56K,LG전자,1,인텔,5,내장,8.0,77.0,1.12,16.0,1496990,0,사무,0,0,1,0,0,0.0,0,24.05.,22,1,1,0,0
에이서 니트로 16S AI AN16S-61-R4WY,에이서,1,AMD,7,외장,32.0,76.0,2.18,16.0,2399000,12,"게임용 , 그래픽작업용",1,1,0,0,1,4.8,1,25.09.,6,5,1,0,0
ASUS TUF Gaming F16 FX607VU-RL012 WIN11,ASUS,0,인텔,5,외장,16.0,56.0,2.2,16.0,1490000,1,게임용,1,0,0,0,1,5.0,1,25.02.,13,2,0,1,0
"APPLE 맥북에어15 M5 10코어 CPU, 10코어 GPU 실버",APPLE,0,APPLE,7,내장,16.0,66.5,1.51,15.3,2342200,0,"그래픽작업용 , 사무",0,1,1,0,0,0.0,0,26.03.,0,1,0,0,1
"APPLE 맥북에어13 M5 10코어 CPU, 10코어 GPU 실버",APPLE,0,APPLE,7,내장,16.0,53.8,1.23,13.6,2048200,0,"그래픽작업용 , 사무",0,1,1,0,0,0.0,0,26.03.,0,1,0,0,1
LG전자 2025 그램 프로17 17ZD90TR-EX7BK,LG전자,1,인텔,7,외장,32.0,90.0,1.48,17.0,3099000,0,"게임용 , 그래픽작업용 , 휴대용",1,1,0,1,0,0.0,1,26.01.,2,5,1,0,0
LG전자 2025 그램 프로16 16ZD90TP-GX56K WIN11,LG전자,1,인텔,5,내장,16.0,77.0,1.199,16.0,2142180,6,사무,0,0,1,0,1,5.0,0,25.01.,14,4,0,1,0
레노버 LEGION 5i 15IRX9 i7 4060 32GB램,레노버,0,인텔,7,외장,32.0,60.0,2.3,15.6,1899050,3,"게임용 , 그래픽작업용",1,1,0,0,1,5.0,1,24.10.,17,3,1,0,0
LG전자 2024 그램16 16Z90SU-GR56K,LG전자,1,인텔,5,내장,8.0,77.0,1.12,16.0,1490000,0,사무,0,0,1,0,0,0.0,0,24.05.,22,1,0,1,0
삼성전자 갤럭시북4 프로360 NT960QGK-K71AR,삼성전자,1,인텔,7,내장,32.0,76.0,1.66,16.0,2448000,497,사무,0,0,1,0,1,4.9,0,24.01.,26,4,0,1,0
ASUS ROG STRIX G18 G814FM-S9020 WIN11 64GB램,ASUS,0,AMD,7,외장,64.0,90.0,3.0,18.0,3533000,0,"게임용 , 그래픽작업용",1,1,0,0,0,0.0,1,25.07.,8,2,0,1,0
ASUS ROG STRIX G18 G814FM-S9020,ASUS,0,AMD,7,외장,16.0,90.0,3.0,18.0,2791630,1,"게임용 , 그래픽작업용",1,1,0,0,1,5.0,1,25.07.,8,3,1,0,0
HP 빅터스 15-fb3001AX,HP,1,AMD,9,외장,16.0,70.0,2.29,15.6,1516880,0,"게임용 , 그래픽작업용",1,1,0,0,0,0.0,1,25.01.,14,5,1,0,0
DELL G시리즈 G15 5530 UB01KR WIN11 32GB램,DELL,0,인텔,5,외장,32.0,56.0,2.81,15.6,1641000,0,"게임용 , 그래픽작업용",1,1,0,0,0,0.0,1,24.04.,23,2,0,1,0
삼성전자 갤럭시북4 프로 NT960XGQ-A51A WIN11,삼성전자,1,인텔,5,내장,16.0,76.0,1.56,16.0,2045000,5,사무,0,0,1,0,1,4.6,0,24.02.,25,4,0,1,0
LG전자 2024 그램 프로16 16Z90SP-AD7VK,LG전자,1,인텔,7,외장,32.0,90.0,1.279,16.0,2683020,282,"그래픽작업용 , 휴대용",0,1,0,1,1,4.8,1,24.01.,26,0,0,1,0
LG전자 2026 그램 프로16 16Z95U-GS5BK,LG전자,1,AMD,5,내장,16.0,77.0,1.19,16.0,2387050,0,사무,0,0,1,0,0,0.0,0,26.01.,2,1,0,1,0
ASUS TUF Gaming A18 FA808UH-S8030 WIN11 32GB램,ASUS,1,AMD,7,외장,32.0,90.0,2.6,18.0,2160000,2,"게임용 , 그래픽작업용",1,1,0,0,1,5.0,1,25.06.,9,0,0,1,0
HP 15-fc0260AU,HP,0,AMD,5,내장,16.0,41.0,1.59,15.6,838990,0,사무,0,0,1,0,0,0.0,0,24.06.,21,1,0,1,0
DELL G시리즈 G15 5530 UB01KR WIN11 16GB램,DELL,0,인텔,5,외장,16.0,56.0,2.81,15.6,1452990,0,"게임용 , 그래픽작업용",1,1,0,0,0,0.0,1,24.04.,23,2,0,1,0
LG전자 2024 그램17 17ZD90SU-GX56K,LG전자,1,인텔,5,내장,8.0,77.0,1.39,17.0,1544330,0,사무,0,0,1,0,0,0.0,0,24.03.,24,1,1,0,0
LG전자 2025 그램17 17ZD90TL-GX79K,LG전자,1,인텔,7,내장,32.0,77.0,1.37,17.0,2799870,0,사무,0,0,1,0,0,0.0,0,26.01.,2,1,1,0,0
LG전자 2026 그램15 15Z95U-GS59K,LG전자,1,AMD,5,내장,32.0,72.0,1.29,15.6,2478370,0,사무,0,0,1,0,0,0.0,0,26.01.,2,1,0,1,0
삼성전자 갤럭시북5 프로 NT940XHZ-A51A WIN11,삼성전자,1,인텔,5,내장,16.0,63.0,1.23,14.0,2236890,0,사무,0,0,1,0,0,0.0,0,25.11.,4,1,0,1,0
LG전자 2023 그램15 15ZD90RU-GX56K,LG전자,0,인텔,5,내장,16.0,80.0,1.14,15.6,1553340,17,사무,0,0,1,0,1,4.8,0,23.04.,35,3,1,0,0
ASUS TUF Gaming F16 FX607VU-RL012,ASUS,0,인텔,5,외장,16.0,56.0,2.2,16.0,1370610,2,게임용,1,0,0,0,1,5.0,1,25.02.,13,3,1,0,0
LG전자 2025 그램 프로17 17ZD90TR-SX5BK,LG전자,1,인텔,5,외장,32.0,90.0,1.48,17.0,2579000,0,"게임용 , 그래픽작업용 , 휴대용",1,1,0,1,0,0.0,1,25.01.,14,5,1,0,0
ASUS ROG Flow Z13 GZ302EA-RU013W,ASUS,1,AMD,9,내장,32.0,70.0,1.2,13.4,3099000,0,사무,0,0,1,0,0,0.0,0,25.02.,13,1,0,1,0
에이서 프레데터 헬리오스 네오 18 AI PHN18-72-97G7 WIN11,에이서,1,인텔,9,외장,32.0,90.0,3.3,18.0,3422000,0,"게임용 , 그래픽작업용",1,1,0,0,0,0.0,1,25.08.,7,0,0,1,0
레노버 LEGION Pro 5 16IAX10H U9 5070Ti Plus WIN11,레노버,1,인텔,9,외장,32.0,80.0,2.42,16.0,3350000,0,"게임용 , 그래픽작업용",1,1,0,0,0,0.0,1,25.06.,9,0,0,1,0
삼성전자 갤럭시북5 프로360 NT960QHA-KC51G,삼성전자,1,인텔,5,내장,16.0,76.0,1.69,16.0,2489000,4,사무,0,0,1,0,1,4.7,0,24.11.,16,4,0,1,0
LG전자 2026 그램 프로16 16ZD90U-GX59K,LG전자,1,인텔,5,내장,32.0,77.0,1.23,16.0,2698890,0,사무,0,0,1,0,0,0.0,0,26.02.,1,1,1,0,0
HP 15-FD1630TU WIN11 16GB램,HP,1,인텔,5,내장,16.0,41.0,1.65,15.6,1010000,2,사무,0,0,1,0,1,4.5,0,25.09.,6,4,0,1,0
레노버 아이디어패드 Slim3 15ARP10 83K70038KR,레노버,0,AMD,7,내장,8.0,60.0,1.49,15.1,999000,0,사무,0,0,1,0,0,0.0,0,25.04.,11,1,1,0,0
레노버 아이디어패드 Slim3 15AHP10 83KA0031KR WIN11,레노버,1,AMD,7,내장,8.0,60.0,1.63,15.1,1140000,0,사무,0,0,1,0,0,0.0,0,25.03.,12,1,0,1,0
LG전자 2025 그램 프로17 17ZD90TR-SX79K WIN11,LG전자,1,인텔,7,외장,32.0,90.0,1.48,17.0,3147890,0,"게임용 , 그래픽작업용 , 휴대용",1,1,0,1,0,0.0,1,25.02.,13,0,0,1,0
HP 250 G10 B64JJAT WIN11 16GB램,HP,0,인텔,5,내장,16.0,41.0,1.52,15.6,885000,1,사무,0,0,1,0,1,5.0,0,25.03.,12,4,0,1,0
삼성전자 갤럭시북5 NT750XHW-A51A WIN11,삼성전자,1,인텔,5,내장,16.0,61.2,1.55,15.6,1698760,0,사무,0,0,1,0,0,0.0,0,25.12.,3,1,0,1,0
DELL 에일리언웨어 18 Area-51 DAA18250-WH04KR,DELL,1,인텔,9,외장,32.0,96.0,4.34,18.0,7236000,0,"게임용 , 그래픽작업용",1,1,0,0,0,0.0,1,25.06.,9,0,0,1,0
LG전자 울트라PC 15U50T-GR50K 16GB램,LG전자,0,인텔,5,내장,16.0,51.0,1.7,15.6,1077210,1,사무,0,0,1,0,1,5.0,0,24.12.,15,4,0,1,0
LG전자 2025 그램 프로17 17ZD90TR-SX7BK WIN11,LG전자,1,인텔,7,외장,32.0,90.0,1.48,17.0,3083010,0,"게임용 , 그래픽작업용 , 휴대용",1,1,0,1,0,0.0,1,25.02.,13,0,0,1,0
ASUS Gaming V16 V3607VM-RP006,ASUS,0,인텔,7,외장,16.0,63.0,1.95,16.0,1755000,2,게임용,1,0,0,0,1,4.0,1,25.05.,10,3,1,0,0
HP 오멘 MAX 16-ah0159TX,HP,1,인텔,9,외장,32.0,83.0,2.49,16.0,3145000,0,"게임용 , 그래픽작업용",1,1,0,0,0,0.0,1,25.04.,11,0,0,1,0
LG전자 2024 그램 프로16 16ZD90SP-GX56K,LG전자,1,인텔,5,내장,16.0,77.0,1.199,16.0,1805990,7,사무,0,0,1,0,1,5.0,0,24.01.,26,4,1,0,0
LG전자 2023 울트라PC 15UD50R-GX56K WIN11,LG전자,0,인텔,5,내장,8.0,49.0,1.8,15.6,929230,4,사무,0,0,1,0,1,4.5,0,23.06.,33,4,0,1,0
LG전자 2023 그램15 15ZD90RU-GX56K,LG전자,0,인텔,5,내장,16.0,80.0,1.14,15.6,1553240,17,사무,0,0,1,0,1,4.8,0,23.04.,35,3,1,0,0
